CD52	0.11011412	1
CD2	0.052300595	1
MCL1	0.009724584	1
S100A4	0.12487522	1
RPS27	0.10387766	1
APOA2	-0.14634837	0
H3F3A	-0.14650467	0
YPEL5	0.016475495	1
ZFP36L2	0.2334036	1
IGKC	-0.19686246	0
RPL31	0.05435964	1
CXCR4	0.41542888	1
HSPE1	-0.029980771	0
CMC1	-0.30118948	0
ALB	-0.13146265	0
SUB1	-0.021190751	0
IL7R	0.6403412	1
GZMK	0.2416869	1
CD74	-0.22684975	0
DUSP1	-0.0090676565	0
HLA-A	-0.048176963	0
HLA-E	-0.007050601	0
HLA-C	-0.06831599	0
HLA-B	-0.008206216	0
LTB	0.14316961	1
HLA-DRA	-0.17853853	0
HLA-DRB1	-0.12451708	0
HLA-DPB1	-0.081478745	0
RPL10A	0.025092654	1
RPS12	0.03210992	1
TNFAIP3	0.097144656	1
ACTB	-0.39776182	0
HNRNPA2B1	-0.06338515	0
PPIA	-0.038936768	0
RP11-138A9.1	0.07428338	1
AC090498.1	0.03570273	1
SAT1	-0.0866415	0
RPL36A	0.04603677	1
SARAF	0.07237442	1
LEPROTL1	0.13369022	1
ANXA1	0.24483858	1
HSPA5	-0.01647953	0
CD44	0.027388765	1
NEAT1	-0.07460681	0
MALAT1	-0.089943	0
BIRC3	0.043003544	1
CD3E	0.07837058	1
CD3D	0.17681724	1
RPS25	0.13093293	1
CREM	0.015322901	1
SRGN	0.09929185	1
GAPDH	-0.12595472	0
CD69	0.16207589	1
TMBIM6	-0.022031449	0
CD63	-0.09095956	0
MYL6	-0.056331497	0
BTG1	0.043566015	1
UBC	-0.008502852	0
HMGB1	-0.08219611	0
RGCC	0.16591689	1
GPR183	0.071755655	1
TRAC	0.14637631	1
RPS29	0.15712897	1
FOS	-0.019344887	0
HSP90AA1	-0.013971515	0
SRP14	-0.069939695	0
SERF2	-0.06599551	0
RORA	0.07841694	1
IL32	0.023871157	1
RPS15A	0.0053804484	1
CYBA	-0.047122467	0
PFN1	-2.9208813e-09	0
UBB	-0.069728464	0
RPL23A	0.003572808	1
CCL5	0.044354606	1
DDX5	-0.1586174	0
ACTG1	-0.026378443	0
RPL17	0.06115079	1
OAZ1	-0.044712704	0
JUNB	0.034448422	1
ZFP36	0.008825569	1
FTL	-0.29906845	0
NKG7	-0.48983726	0
RPL28	0.06814739	1
RPS4Y1	0.04879764	1
LGALS1	-0.044297174	0
MT-CO1	-0.08150517	0
MT-CO2	-0.06627655	0
MT-CO3	-0.00990371	0
MT-ND3	-0.07302297	0
MT-ND4	-0.05763095	0
