RPL22	1.1610803e-06	1
CDC42	-0.061085172	0
RPL11	1.2468324e-06	1
RCAN3	0.038176056	1
CD52	0.039659347	1
HMGN2	-0.021083057	0
LAPTM5	-0.01413092	0
SMAP2	-0.03332156	0
YBX1	5.7735036e-07	1
RPS8	0.060615256	1
UQCRH	-0.073526524	0
TXNIP	0.0053908713	1
CTSS	-0.07155127	0
S100A10	0.13194016	1
S100A9	-0.05865518	0
S100A6	0.058604665	1
S100A4	0.037142597	1
RPS27	-0.07574316	0
CD48	0.009432574	1
CD247	-0.013747084	0
PTPRC	-0.119820535	0
NUCKS1	-0.025211697	0
H3F3A	-0.088089064	0
GUK1	0.042662285	1
RPS7	0.0014414296	1
LINC01871	0.20620887	1
ID2	0.051744007	1
LBH	-0.028387249	0
ZFP36L2	0.31321445	1
RPS27A	1.0879243e-06	1
TMSB10	-0.34397417	0
GNLY	-0.24933033	0
CD8A	0.8825431	1
CD8B	1.1580597	1
DUSP2	-0.16533183	0
MGAT4A	0.015055754	1
RPL31	-0.00076107035	0
GCC2	0.03471753	1
CXCR4	0.0408342	1
ARHGAP15	0.21628673	1
GPR155	0.15058422	1
ITGA4	0.060460765	1
CASP8	0.021214338	1
RPL37A	1.3269631e-06	1
ARPC2	-0.0020737236	0
NCL	-0.00747832	0
PTMA	-0.045986928	0
ARL4C	-0.13536489	0
RPL32	0.0024704684	1
SATB1	-0.03513481	0
STT3B	0.0005169169	1
RPSA	1.1053891e-06	1
RPL14	1.3015547e-06	1
TMA7	3.8645163e-07	1
RHOA	-0.030215641	0
RPL29	9.813449e-07	1
FOXP1	-0.002979438	0
CLDND1	0.16233619	1
RPL24	-0.021831963	0
CD96	0.046048228	1
CDV3	0.0024461416	1
RPL35A	6.7112626e-07	1
KLF3	-0.11597548	0
RPL9	1.4987534e-06	1
PLAC8	-0.18391798	0
RPL34	1.7737442e-06	1
SNHG8	0.020002054	1
RPS3A	1.5740592e-06	1
SUB1	-0.0014693486	0
IL7R	0.4812309	1
FYB1	7.4411946e-07	1
GZMK	-0.34784517	0
GZMA	-0.44344756	0
PIK3R1	0.061820734	1
RPS23	1.0165996e-06	1
COX7C	3.1761917e-07	1
TNFAIP8	-0.072285265	0
TCF7	0.011550759	1
CD74	-0.07725601	0
RPS14	6.602937e-07	1
HIGD2A	-0.029423168	0
RIPOR2	-0.09477546	0
HLA-E	-0.16518512	0
HLA-C	8.28992e-07	1
HLA-B	-0.068702765	0
LTB	0.28545025	1
GPSM3	-0.020687768	0
RPS18	0.090120226	1
CUTA	0.008706458	1
RPS10	8.0950144e-07	1
RPL10A	1.0750205e-06	1
SRSF3	2.1577623e-07	1
HSP90AB1	5.0958374e-07	1
EEF1A1	1.3364493e-06	1
PNRC1	-0.050964605	0
SCML4	0.0065295757	1
RPS12	0.041416146	1
ACTB	-0.01755189	0
TOMM7	-0.041817214	0
SEPT7	-0.011378515	0
STK17A	-0.03212414	0
PPIA	-0.023048427	0
CHCHD2	0.024317263	1
MTPN	-0.0013905436	0
TRBC1	-0.029404368	0
GSTK1	0.2036486	1
GIMAP7	-0.09656188	0
SLC25A6	0.061961498	1
CD99	3.3698754e-07	1
TMSB4X	-0.24340075	0
PLP2	0.23716812	1
MSN	-0.027918108	0
RPS4X	0.020859232	1
RPL36A	0.14216101	1
TSC22D3	0.048400328	1
SEPT6	-0.038570978	0
RPL39	0.073602706	1
SSR4	0.023785632	1
RPL10	-0.027921084	0
SARAF	5.923993e-07	1
LEPROTL1	0.17359164	1
NSD3	0.12604621	1
RPS20	0.006519524	1
PAG1	0.08139576	1
UQCRB	-0.04759424	0
RPL30	9.177368e-07	1
COX6C	-0.015126803	0
YWHAZ	-0.04462471	0
EIF3E	-1.4371362e-07	0
LINC00861	-0.07276791	0
RPL8	0.0022436273	1
RPS6	0.0104435785	1
TLN1	-0.026386281	0
ANXA1	0.34538886	1
SEMA4D	0.031787366	1
SEC61B	0.1379118	1
RPL35	1.3635513e-06	1
RPL12	0.018468915	1
C9orf78	0.02404247	1
