,Accuracy,Precision,Recall,F1-score,ROC-AUC,PR-AUC,MCC
ASDC,0.9998949085176647,0.9321153846153847,0.8408333333333333,0.8812627889352027,0.9999609069414058,0.9566571372621047,0.883805418256381
B_intermediate,0.9952523390205652,0.8637391172210813,0.8156970111795573,0.837486085113237,0.9977320911538392,0.9195309668497952,0.8362254981409837
B_memory,0.9974716245278079,0.9425729689213318,0.932724505327245,0.9372866681185592,0.999561855693192,0.9847480602455134,0.9361850832589157
B_naive,0.9965752573620446,0.9656519124273688,0.9626824636751634,0.9639847316848478,0.9997017809234698,0.993459694246772,0.9622875321806241
CD14_Mono,0.9878094008514445,0.9751933830131552,0.9787772312016866,0.9769365026289585,0.9984502317794597,0.9936951454015774,0.9686967541970816
CD16_Mono,0.9929341574045804,0.9115305883496159,0.9074367088607594,0.9094064272204683,0.9981321359599221,0.9619149711118862,0.905772078130701
CD4_CTL,0.9971748941640716,0.8662493343601622,0.8738563715260526,0.8693882254592712,0.9968271074574432,0.9300072680117031,0.8683002873639033
CD4_Naive,0.961357351495311,0.8352708473850313,0.809830241305821,0.820842052134326,0.9865167955323966,0.8962845573127535,0.8002678264711565
CD4_Proliferating,0.9996105438696882,0.7206349206349206,0.6961038961038961,0.7045962732919255,0.998513549987865,0.7953880546038465,0.7062868664476408
CD4_TCM,0.9658885995510762,0.8318693318052233,0.7987087257061243,0.8121876268114091,0.9883003184410768,0.8918686860896538,0.7953238705742045
CD4_TEM,0.9839952137390322,0.7196896549061997,0.6522617476744567,0.6835162580153966,0.9856688776541163,0.7491437166123981,0.6766075902162809
CD8_Naive,0.9945970789494707,0.9603725766612741,0.958859504196386,0.9595144404643022,0.9984548801614286,0.9897029555383033,0.9566783017631859
CD8_Proliferating,0.9994992701982517,0.566374269005848,0.5052631578947369,0.525776860451783,0.9963906429264331,0.5783123065633596,0.5304179011552665
CD8_TCM,0.9896454298057197,0.7291695355624619,0.705870883882149,0.7125359199112704,0.9884250825764006,0.7813660700525981,0.7098600598458081
CD8_TEM,0.976410097640754,0.8702826459093049,0.7947416734377073,0.8292876543417675,0.9882978792994492,0.9038078033902266,0.8184863106441979
Doublet,0.9966308926691261,0.5794949090294139,0.3355371900826446,0.42208657241015535,0.897389596957419,0.3607430562608508,0.4377997883539681
Eryth,0.9998083634115542,0.8409231518694436,0.8058823529411765,0.8153856136447907,0.9873970603427656,0.8737204616299442,0.8192877330976271
HSPC,0.9999196359365131,0.9853341985723556,0.9756177156177156,0.9800698679112478,0.9992035808215695,0.9907655203241204,0.9802334387625358
ILC,0.9998701816720553,0.9513736263736263,0.8860398860398859,0.9160621071453008,0.9995386881097537,0.9514421347254487,0.9173185352890048
MAIT,0.9970203472708009,0.9224642905459659,0.9040704958474872,0.9122303435919801,0.9992957724629005,0.9672618389501636,0.9112513029845454
NK,0.9952585206364277,0.9782738620880936,0.9770570178004186,0.9776599906937051,0.9996834482248673,0.9973372637858043,0.9750112123022443
NK_CD56bright,0.9988192679951805,0.9193221852445321,0.8748452099515929,0.8962835408332289,0.9997643442958916,0.9659585734965324,0.8960944789473793
NK_Proliferating,0.9990232678153517,0.887303821046749,0.8156130108423687,0.8494132803469683,0.9996458125445746,0.9330207978374524,0.8499522198221886
Plasmablast,0.9999134541295709,0.9837097371343948,0.9781192151055164,0.9808009342255918,0.9992564150183332,0.9947268164139587,0.9808145855421706
Platelet,0.9965134410123391,0.8703350822205674,0.8931206058357356,0.8792235313356176,0.9751380348845327,0.9201008149559528,0.8787434558121874
Treg,0.9942199751593475,0.8740647113006121,0.7602746697839381,0.8042673241785364,0.9954054884713056,0.8979973370848956,0.8079304614878572
cDC1,0.9999567271603251,0.9808333333333333,0.9733333333333333,0.9765953381974951,0.9999496746063807,0.9871808858413903,0.9768180753539045
cDC2,0.9982505373616704,0.9524766628739829,0.9336335329341316,0.9428258226245898,0.999571082958537,0.982993731775877,0.9420557744923512
dnT,0.9982629047971464,0.6537068160597572,0.5811032863849765,0.6000031988375777,0.9849754557324383,0.6314217114566192,0.6076540956519376
gdT,0.9945105195123904,0.906596245725854,0.8448916699550896,0.8743098233702415,0.9959232059062215,0.92999301564757,0.8722539258677013
pDC,0.9999319993593179,0.9930700733784203,0.9942062105121657,0.9936265100231024,0.9999974420105884,0.9994984448928903,0.993598206146215
