,Accuracy,Precision,Recall,F1-score,ROC-AUC,PR-AUC,MCC
CD14_Mono,0.9818068195714428,0.946090629607992,0.9704739704739704,0.9581244558365218,0.9977245397395208,0.9908300463232136,0.9466331599934288
CD16_Mono,0.9984006275214053,0.9460509148991807,0.9415047879616963,0.9436726179858514,0.9990510490909692,0.9786364641094503,0.9429155888649504
CD4_Memory,0.9542503045933437,0.8338755803494223,0.7335460272302378,0.7804409920359845,0.9712898540465729,0.8532702173278451,0.7569931126042413
CD4_Naive,0.9195295832035111,0.7559317742812045,0.660183066361556,0.704695111985026,0.9561297414196461,0.7814130788455638,0.6604702504355757
CD56_bright_NK,0.995834860532635,0.0,0.0,0.0,0.729999696281939,0.012955720308192753,0.0
CD8_Effector_1,0.9807070639954931,0.27999999999999997,0.019221967963386728,0.03585985141499558,0.9614239332529101,0.29538285925543445,0.06926085608952535
CD8_Effector_2,0.9912365543319643,0.6554858934169279,0.2940983606557377,0.4025953763998862,0.9813002491882777,0.5222890705760943,0.43327706074806693
CD8_Memory_1,0.9853387146258037,0.0,0.0,0.0,0.8976259073046606,0.11780852378399723,-0.0006298141405734101
CD8_Memory_2,0.981373508513987,0.13333333333333333,0.0036363636363636364,0.007079646017699115,0.9511469023179975,0.27850769116640056,0.019340596432553533
CD8_Naive,0.9699111956850631,0.9089350665106227,0.8495436766623208,0.8781276758728875,0.9859883464999635,0.9419066293977604,0.8616976965107316
GMP,0.991969587793019,0.8711698213856487,0.7902371759514617,0.8283120802965849,0.9966650604205878,0.9137021469603684,0.8254589993540812
HSC,0.996701199550175,0.8467072325943447,0.7555806938159879,0.7974029337135311,0.9855157869204841,0.8847744627017594,0.7976391637884415
LMPP,0.9940355546984921,0.7097299092751219,0.638173018753781,0.6682917057454015,0.9910842496949186,0.7219710909952177,0.6681634601671542
MAIT,0.9885708983784237,0.7605005145765131,0.48617932609937176,0.5874503657226513,0.98813336067825,0.6517436679779112,0.5998083372240679
Memory_B,0.9531837657756703,0.5929850458519483,0.46728395061728395,0.5161429112553236,0.9724433981207461,0.5712158018461023,0.49936593168018373
NK,0.9887374762024741,0.8700873331564715,0.8585370517928286,0.863794489411039,0.9968246053338801,0.9382550694425783,0.8582035693856692
Naive_B,0.98270641975469,0.8832459386771699,0.8372394633608353,0.8588002853814416,0.9948054608889183,0.9397192653408146,0.8504117394523345
Plasmablast,0.9989670387509788,0.9540348540348539,0.9048484848484849,0.928194558067276,0.9946462612021524,0.9537361040675518,0.9283065733157168
Prog_B_1,0.9950684826419401,0.2,0.006896551724137931,0.013333333333333332,0.8373624264307429,0.030610661398804563,0.036138234364994
Prog_B_2,0.9991669776574558,0.9285838091055483,0.8735384615384616,0.8984904528096017,0.9975175094271631,0.9443202180581289,0.8993669128155666
Prog_DC,0.9967678495529532,0.8594344811095169,0.7576923076923077,0.8031048534611493,0.9919916872298083,0.8604350331531778,0.8042414021204257
Prog_Mk,0.9975675829751458,0.7857233994076098,0.5556666666666666,0.6380252282205345,0.985012769042043,0.6975204003983203,0.6526649771396753
Prog_RBC,0.9944353436965845,0.9420757561104809,0.8268456375838925,0.8804979222154635,0.9931392915631587,0.9320564531542965,0.8797292910203389
Treg,0.9901702819588761,0.0,0.0,0.0,0.7758462187114805,0.03210066627554956,-0.0008738258284384529
cDC2,0.9923361489309771,0.8029522136601568,0.6854871220604702,0.7383716819424229,0.9932498240219882,0.8140315393061389,0.737496205177145
gdT,0.9901036430579555,0.6450703955743149,0.41551277304701967,0.5018639496985954,0.9831412614369384,0.5499392384597395,0.51119982619555
pDC,0.9984006275214053,0.940166908185976,0.9099519230769231,0.9245296679321513,0.9986317000876334,0.963912482819411,0.923991977550569
